game,release_date,price,score,userscore,metascore,owners,playtime,median_playtime,developer,publisher,genre
Dizzel,2014-12-10,0.0,0.0,0.0,0.0,1338333,1.51666666667,0.333333333333,"NSStudio, NeoWiz",OGPlanet,Free to Play
Sakura Clicker,2015-07-29,0.0,56.0,84.0,0.0,1333922,12.0166666667,0.8,Winged Cloud,Winged Cloud,Free to Play
Ragnarok Online 2,2013-05-01,0.0,16.0,60.0,0.0,1329234,21.2833333333,0.85,"Gravity, Inc.",Gravity Interactive,Free to Play
ArcheAge,2015-03-26,0.0,11.0,53.0,80.0,1321239,55.7833333333,3.33333333333,XLGAMES,Trion Worlds,Free to Play
Crossout,2017-07-26,0.0,22.0,65.0,0.0,1317103,15.4166666667,2.6,Targem Games,Gaijin Entertainment,Free to Play
Dragons and Titans,2014-03-12,0.0,40.0,77.0,43.0,1312967,5.01666666667,0.55,Wyrmbyte,Versus Evil,Free to Play
Elsword,2014-07-02,0.0,40.0,77.0,0.0,1296975,26.3333333333,1.01666666667,KOG,KOG Games,Free to Play
War Inc. Battlezone,2011-07-18,0.0,8.0,48.0,0.0,1286774,3.4,0.983333333333,Online Warmongers Group Inc.,Online Warmongers Group Inc.,Free to Play
Shadowverse CCG,2016-10-27,0.0,40.0,77.0,0.0,1281811,54.9333333333,5.51666666667,"Cygames, Inc.","Cygames, Inc., Cygames Korea Inc.",Free to Play
The Way of Life Free Edition,2016-05-31,0.0,36.0,75.0,0.0,1273264,0.433333333333,0.183333333333,"Fabio Ferrara, Davide Caio, Nicolò Azzolini, Antonio Carcagnì, Luigi Di Guida, Tommaso Vita",CyberCoconut,Free to Play
School of Dragons,2014-12-04,0.0,9.0,50.0,0.0,1270231,4.1,0.766666666667,"JumpStart Games, Inc.","JumpStart Games, Inc.",Free to Play
Worm.is: The Game,2016-05-04,0.0,46.0,80.0,0.0,1263062,4.21666666667,0.8,Freakinware Studios,Freakinware Studios,Free to Play
Panzar,2013-11-25,0.0,22.0,65.0,0.0,1250379,9.31666666667,1.51666666667,Panzar Studio,OVALIS INVESTMENTS LIMITED,Free to Play
Only If,2014-07-25,0.0,21.0,64.0,39.0,1243762,0.916666666667,0.366666666667,Creability,Creability,Free to Play
Spooky's Jump Scare Mansion,2015-07-28,0.0,81.0,92.0,0.0,1234388,1.8,0.483333333333,Lag Studios,Lag Studios,Free to Play
Guns and Robots,2014-08-04,0.0,22.0,65.0,0.0,1203783,2.21666666667,0.383333333333,Masthead Studios Ltd,"Masthead Studios Ltd, Thegamewallstudios, Gamigo AG",Free to Play
Iron Snout,2016-01-27,0.0,99.0,98.0,0.0,1201577,1.93333333333,0.533333333333,SnoutUp,SnoutUp,Free to Play
MechWarrior Online,2015-12-10,0.0,40.0,77.0,0.0,1194408,26.7333333333,0.766666666667,Piranha Games Inc.,Piranha Games Inc.,Free to Play
WildStar,2016-06-09,0.0,28.0,70.0,82.0,1191927,6.75,1.65,Carbine Studios,NCSOFT,Free to Play
BrainBread 2,2016-07-20,0.0,24.0,67.0,0.0,1189721,2.1,0.55,Reperio Studios,Reperio Studios,Free to Play
Doki Doki Literature Club!,2017-10-06,0.0,97.0,97.0,0.0,1133199,3.8,2.06666666667,Team Salvato,Team Salvato,Free to Play
Super Crate Box,2012-08-29,0.0,70.0,89.0,0.0,1117759,1.81666666667,0.566666666667,Vlambeer,Vlambeer,Free to Play
Dungeonland,2013-11-12,0.0,26.0,69.0,67.0,1105076,2.78333333333,0.816666666667,Critical Studio,Paradox Interactive,Free to Play
Relic Hunters Zero,2015-08-18,0.0,89.0,94.0,0.0,1087154,2.36666666667,0.616666666667,Rogue Snail,Rogue Snail,Free to Play
Vindictus,2012-06-22,0.0,33.0,73.0,76.0,1080537,32.0666666667,2.35,Nexon,Nexon America Inc.,Free to Play
Digimon Masters Online,2016-11-03,0.0,25.0,68.0,0.0,1052414,17.25,0.5,"Move Games Co., Ltd.","Move Games Co., Ltd.",Free to Play
MOBIUS FINAL FANTASY,2017-02-05,0.0,26.0,69.0,0.0,1040007,23.3666666667,0.9,Square Enix,Square Enix,Free to Play
The SKIES,2016-04-16,0.0,7.0,46.0,0.0,1034492,2.86666666667,0.4,Eforb,Eforb,Free to Play
Cubic Castles,2014-08-13,0.0,29.0,71.0,0.0,1019879,6.75,0.633333333333,Cosmic Cow LLC,Cosmic Cow LLC,Free to Play
F.E.A.R. Online,2014-10-21,0.0,0.0,0.0,0.0,1008299,4.11666666667,0.916666666667,InPlay Interactive,Aeria Games Europe,Free to Play
Time Clickers,2015-07-23,0.0,70.0,89.0,0.0,998925,40.7833333333,1.48333333333,Proton Studio Inc,,Free to Play
Faeria,2017-03-08,0.0,56.0,84.0,80.0,993686,12.3,1.61666666667,Abrakam SA,Abrakam SA,Free to Play
Steel Ocean,2015-11-12,0.0,26.0,69.0,0.0,990653,9.38333333333,0.766666666667,ICE Entertainment,Changyou.com Limited,Free to Play
MapleStory,2012-08-09,0.0,26.0,69.0,0.0,986242,37.6166666667,1.3,Nexon,Nexon America Inc.,Free to Play
Floating Point,2014-06-06,0.0,92.0,95.0,0.0,952328,1.58333333333,0.25,Suspicious Developments,Suspicious Developments,Free to Play
CrimeCraft: GangWars,2011-08-22,0.0,8.0,48.0,68.0,941851,2.18333333333,0.1,Vogster Entertainment,Vogster Entertainment,Free to Play
MicroVolts Surge,2012-07-05,0.0,28.0,70.0,0.0,928892,11.25,1.08333333333,NQ Games,Rock Hippo Productions,Free to Play
UberStrike,2015-06-17,0.0,0.0,0.0,0.0,925308,4.16666666667,0.516666666667,Cmune Ltd,Cmune Ltd,Free to Play
Atlas Reactor,2016-10-04,0.0,48.0,81.0,81.0,916209,10.8166666667,0.95,Trion Worlds,Trion Worlds,Free to Play
Secret World Legends,2017-07-31,0.0,31.0,72.0,76.0,916209,35.35,5.6,Funcom,Funcom,Free to Play
Art of War: Red Tides,2016-12-22,0.0,53.0,83.0,0.0,912901,6.5,0.7,Game Science,Game Science,Free to Play
Boring Man - Online Tactical Stickman Combat,2015-02-20,0.0,56.0,84.0,0.0,910695,4.01666666667,0.416666666667,Spasman Games,Spasman Games,Free to Play
Hunger Dungeon,2016-12-06,0.0,34.0,74.0,0.0,899391,0.733333333333,0.283333333333,Buka Game Studio,PQube Limited,Free to Play
Teeworlds,2015-08-24,0.0,70.0,89.0,0.0,898839,2.1,0.333333333333,Teeworlds Team,Teeworlds Team,Free to Play
Card Hunter,2015-07-13,0.0,61.0,86.0,80.0,896909,10.4666666667,1.83333333333,Blue Manchu,Blue Manchu,Free to Play
Shakes and Fidget,2016-02-24,0.0,61.0,86.0,0.0,894703,54.4833333333,1.56666666667,Playa Games GmbH,Playa Games GmbH,Free to Play
"Pirates, Vikings, and Knights II",2010-02-12,0.0,64.0,87.0,0.0,888086,9.36666666667,0.883333333333,Octoshark Studios,Octoshark Studios,Free to Play
8BitMMO,2015-01-26,0.0,14.0,58.0,0.0,884226,1.25,0.266666666667,Archive Entertainment,Archive Entertainment,Free to Play
Dungeons & Dragons Online,2012-06-25,0.0,34.0,74.0,0.0,881469,20.2666666667,1.2,"Standing Stone Games, LLC","Standing Stone Games, LLC",Free to Play
BlackShot: Mercenary Warfare FPS,2016-05-31,0.0,9.0,50.0,0.0,881193,4.7,0.566666666667,Vertigo Games America,Vertigo Games America,Free to Play
High Octane Drift,2016-10-14,0.0,8.0,49.0,0.0,875128,2.01666666667,0.266666666667,Cruderocks,Cruderocks,Free to Play
Champions Online,2011-06-14,0.0,33.0,73.0,72.0,857482,27.75,2.65,Cryptic Studios,Perfect World Entertainment,Free to Play
Haunted Memories,2013-10-04,0.0,0.0,0.0,0.0,853070,0.516666666667,0.216666666667,MadMan Theory Games,MadMan Theory Games,Free to Play
Copa Petrobras de Marcas,2015-04-08,0.0,14.0,58.0,0.0,848107,0.783333333333,0.183333333333,Reiza Studios,Reiza Studios,Free to Play
BRAIN / OUT,2017-02-24,0.0,46.0,80.0,0.0,837906,5.1,0.416666666667,Desertkun,Desertkun,Free to Play
Transmissions: Element 120,2016-06-16,0.0,89.0,94.0,0.0,816124,1.33333333333,0.75,"Shokunin, Thomas M. Visser, Vincent Thiele",Self Published,Free to Play
Zombies Monsters Robots (ZMR),2014-09-19,0.0,22.0,65.0,0.0,806198,7.75,0.983333333333,"Yingpei Games, En Masse Entertainment",En Masse Entertainment,Free to Play
The Lab,2016-04-05,0.0,97.0,97.0,0.0,803165,5.53333333333,1.11666666667,Valve,Valve,Free to Play
Pinball Arcade,2013-11-04,0.0,34.0,74.0,0.0,802614,11.1333333333,0.3,FarSight Studios,FarSight Studios,Free to Play
The Elder Scrolls: Legends,2017-05-31,0.0,42.0,78.0,0.0,797099,12.5666666667,2.13333333333,Dire Wolf Digital,Bethesda Softworks,Free to Play
La Tale,2014-06-17,0.0,0.0,0.0,0.0,771458,3.41666666667,0.633333333333,Actoz Soft,OGPlanet,Free to Play
Royal Quest,2014-08-06,0.0,24.0,67.0,0.0,767322,9.91666666667,0.916666666667,Katauri,1C Online Games,Free to Play
Metin2,2017-05-08,0.0,14.0,58.0,0.0,762910,11.8666666667,0.833333333333,WEBZEN Inc.,Gameforge 4D GmbH,Free to Play
TOXIKK,2016-09-10,0.0,38.0,76.0,0.0,758499,1.23333333333,0.4,Reakktor Studios,Reakktor Studios,Free to Play
"Warhammer 40,000 : Eternal Crusade",2017-03-16,19.99,12.0,55.0,0.0,749952,14.5833333333,1.43333333333,Behaviour Digital Inc.,Behaviour Digital Inc.,Free to Play
Bloodline Champions,2011-10-28,0.0,61.0,86.0,79.0,748297,9.9,0.816666666667,Stunlock Studios,Stunlock Studios,Free to Play
Deadbreed,2016-04-14,0.0,17.0,61.0,0.0,745816,3.4,2.48333333333,Deadbreed AB,Deadbreed AB,Free to Play
Villagers and Heroes,2014-04-17,0.0,13.0,56.0,0.0,738923,7.31666666667,0.516666666667,Mad Otter Games,Mad Otter Games,Free to Play
Dragon Nest,2012-12-18,0.0,42.0,78.0,0.0,733133,34.4666666667,2.8,Eyedentity Games Inc.,Eyedentity Games Inc.,Free to Play
Business Tour - Online Multiplayer Board Game,2017-07-27,0.0,26.0,69.0,0.0,729549,4.78333333333,1.98333333333,Creobit,8Floor,Free to Play
Batla,2015-05-14,0.0,13.0,57.0,0.0,705837,2.81666666667,0.65,[geim].pro,Abyss Lights Studio LLP,Free to Play
The Plan,2014-02-14,0.0,81.0,92.0,0.0,702804,0.25,0.116666666667,Krillbite Studio,Krillbite Studio,Free to Play
Continent of the Ninth Seal,2012-09-13,0.0,34.0,74.0,0.0,680747,8.58333333333,0.183333333333,Cloud 9 Studio,Webzen,Free to Play
EverQuest II Free-To-Play. Your Way.,2011-12-07,0.0,34.0,74.0,83.0,676887,26.2333333333,2.45,Daybreak Game Company,Daybreak Game Company,Free to Play
We Were Here,2017-02-03,0.0,77.0,91.0,0.0,671097,1.2,0.783333333333,Total Mayhem Games,Total Mayhem Games,Free to Play
Total War Battles: KINGDOM,2015-04-09,0.0,9.0,50.0,0.0,670545,9.56666666667,0.883333333333,Creative Assembly,SEGA,Free to Play
World of Warships,2017-11-15,0.0,26.0,69.0,81.0,670269,7.68333333333,1.71666666667,Wargaming Group Limited,Wargaming Group Limited,Free to Play
Viridi,2015-08-19,0.0,74.0,90.0,46.0,669718,3.66666666667,0.166666666667,Ice Water Games,Ice Water Games,Free to Play
Infinity Wars: Animated Trading Card Game,2014-09-05,0.0,46.0,80.0,0.0,669442,12.0166666667,1.15,Lightmare Studios,"Lightmare Studios, Yodo1 Games",Free to Play
Velvet Sundown,2014-07-22,0.0,16.0,60.0,0.0,668615,1.01666666667,0.266666666667,Tribe Studios,Tribe Studios,Free to Play
Mortal Online,2015-08-31,0.0,9.0,50.0,0.0,668064,12.05,0.583333333333,Star Vault AB,Star Vault AB,Free to Play
Run and Fire,2015-05-27,0.0,0.0,0.0,0.0,665031,1.1,0.05,Galaxy Gate,NIKITA ONLINE,Free to Play
Anarchy Arcade,2014-09-03,0.0,26.0,69.0,0.0,662274,2.6,0.266666666667,Elijah Newman-Gomez,Elijah Newman-Gomez,Free to Play
Duelyst,2016-08-23,0.0,53.0,83.0,82.0,659241,10.0166666667,1.15,Counterplay Games Inc.,BANDAI NAMCO Entertainment America,Free to Play
Mabinogi,2012-12-06,0.0,34.0,74.0,0.0,654829,72.1666666667,0.75,NEXON Korea Corp.,Nexon America Inc.,Free to Play
Soldier Front 2,2013-07-03,0.0,46.0,80.0,0.0,653175,9.4,0.816666666667,Dragonfly,Aeria Games,Free to Play
Dwarfs - F2P,2012-10-18,0.0,58.0,85.0,0.0,643525,2.31666666667,0.683333333333,Power of 2,Tripwire Interactive,Free to Play
Piercing Blow,2015-11-10,0.0,6.0,45.0,0.0,642146,12.65,0.583333333333,Zepetto Co.,Zepetto U.S.A. Inc.,Free to Play
Yu-Gi-Oh! Duel Links,2017-11-16,0.0,58.0,85.0,0.0,640216,10.5666666667,1.73333333333,Konami Digital Entertainment,Konami Digital Entertainment,Free to Play
FreeStyleFootball,2017-02-22,0.0,26.0,69.0,0.0,624500,9.33333333333,1.01666666667,Joycity,Joycity,Free to Play
Amazing World,2014-08-07,0.0,40.0,77.0,0.0,623673,2.15,0.416666666667,Ganz,Ganz,Free to Play
Prime World,2014-03-31,0.0,16.0,60.0,65.0,622846,42.9833333333,1.23333333333,Nival,Nival,Free to Play
Eternal Senia,2015-06-18,0.0,97.0,97.0,0.0,620916,3.06666666667,0.583333333333,Holy Priest,Holy Priest,Free to Play
Ascend: Hand of Kul,2014-05-20,0.0,0.0,0.0,0.0,616229,4.71666666667,1.06666666667,Signal Studios,Signal Studios,Free to Play
Heavy Metal Machines,2017-01-31,0.0,33.0,73.0,0.0,615402,1.61666666667,0.366666666667,Hoplon,Hoplon,Free to Play
Dungeon Fighter Online,2016-08-09,0.0,42.0,78.0,0.0,602994,20.7333333333,1.85,Neople,Neople,Free to Play
Navy Field 2 : Conqueror of the Ocean,2015-03-05,0.0,6.0,45.0,0.0,602443,4.23333333333,0.333333333333,SDEnterNet,SDEnterNet,Free to Play
Grand Chase,,0.0,0.0,0.0,0.0,597204,6.2,0.316666666667,KOG,KOG Games,Free to Play
The Pirate: Caribbean Hunt,2016-08-24,0.0,46.0,80.0,0.0,588933,6.66666666667,0.633333333333,Home Net Games,Home Net Games,Free to Play
The Forgotten Ones,2014-07-17,0.0,14.0,58.0,0.0,587830,1.15,0.516666666667,Bernt Andreas Eide,Bernt Andreas Eide,Free to Play
Kingdom Wars,2013-04-01,0.0,24.0,67.0,0.0,585073,9.23333333333,0.983333333333,Reverie World Studios,,Free to Play
AdVenture Communist,2016-08-23,0.0,26.0,69.0,0.0,579007,11.45,0.6,Hyper Hippo Games,Hyper Hippo Games,Free to Play
Endless Sky,2015-10-30,0.0,70.0,89.0,0.0,578731,10.2,0.333333333333,Michael Zahniser,Michael Zahniser,Free to Play
Sunrider: Mask of Arcadius,2014-07-09,0.0,85.0,93.0,0.0,570184,5.28333333333,1.56666666667,Love in Space,Sekai Project,Free to Play
Time of Dragons,2016-02-01,0.0,24.0,67.0,0.0,565221,0.883333333333,0.216666666667,4 I Lab,4 I Lab,Free to Play
Pool Nation FX Lite,2015-12-07,0.0,19.0,63.0,0.0,561637,1.96666666667,0.2,Cherry Pop Games,Cherry Pop Games,Free to Play
Echo of Soul,2015-06-22,0.0,16.0,60.0,0.0,561085,13.1666666667,1.48333333333,Mr. Blue,Aeria Games,Free to Play
Age of Conan: Unchained,2013-02-22,0.0,28.0,70.0,0.0,559982,14.2833333333,2.08333333333,Funcom,Funcom,Free to Play
AdventureQuest 3D,2016-10-19,0.0,25.0,68.0,0.0,559155,7.6,0.5,"Artix Entertainment, LLC","Artix Entertainment, LLC",Free to Play
Battle Islands,2014-08-06,0.0,40.0,77.0,0.0,555571,13.0333333333,0.466666666667,DR Studios,505 Games,Free to Play
Ragnarok Online,2013-10-31,0.0,42.0,78.0,79.0,552262,17.3,0.3,Gravity Interactive,Gravity Interactive,Free to Play
Divine Souls F2P MMO,2014-08-15,0.0,8.0,49.0,0.0,550332,0.85,0.183333333333,GamePrix,Suba Games,Free to Play
Soda Dungeon,2017-02-06,0.0,85.0,93.0,0.0,544818,27.1833333333,3.23333333333,"AN Productions, Poxpower",Armor Games Studios,Free to Play
Skyforge,2017-04-13,0.0,18.0,62.0,0.0,531859,8.53333333333,1.7,Allods Team,My.com,Free to Play
Crush Crush,2016-10-18,0.0,67.0,88.0,0.0,523312,27.0333333333,3.7,Sad Panda Studios,Sad Panda Studios,Free to Play
Metro Conflict,2015-06-22,0.0,0.0,0.0,0.0,522760,3.23333333333,0.7,Red Duck Inc.,OGPlanet,Free to Play
Hazard Ops,,0.0,0.0,0.0,0.0,521933,5.76666666667,0.783333333333,Yingpei Games,Infernum Productions AG,Free to Play
Everquest,2012-12-13,0.0,31.0,72.0,0.0,518900,70.1833333333,1.28333333333,Daybreak Game Company,Daybreak Game Company,Free to Play
"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",2015-12-04,0.0,85.0,93.0,0.0,516695,1.58333333333,0.466666666667,Crows Crows Crows,Crows Crows Crows,Free to Play
ONRAID,2017-04-18,0.0,42.0,78.0,0.0,515592,1.91666666667,0.516666666667,Pragmatix Ltd,Pragmatix Ltd,Free to Play
Learn to Fly 3,2017-05-12,0.0,58.0,85.0,0.0,508975,3.98333333333,1.3,Light Bringer Games inc.,Light Bringer Games inc.,Free to Play
METAL SLUG DEFENSE,2015-05-01,0.0,8.0,48.0,0.0,506769,1.7,0.116666666667,SNK CORPORATION,SNK CORPORATION,Free to Play
ACE - Arena: Cyber Evolution,2014-08-18,0.0,24.0,67.0,0.0,502082,4.95,0.25,Spearhead Games,Spearhead Games,Free to Play
Altitude,2009-12-04,0.0,81.0,92.0,79.0,501255,8.3,0.816666666667,Nimbly Games,Nimbly Games,Free to Play
ROSE Online,2012-10-23,0.0,26.0,69.0,0.0,497394,12.6333333333,0.55,Gravity Interactive,Gravity Interactive,Free to Play
Governor of Poker 3,2016-02-19,0.0,34.0,74.0,0.0,492156,7.86666666667,0.95,"OrangeGames, YoudaGames",OrangeGames,Free to Play
Strike.is: The Game,2016-07-14,0.0,29.0,71.0,0.0,492156,1.4,0.25,Freakinware Limited,Freakinware Limited,Free to Play
TOME: Immortal Arena,2014-11-21,0.0,0.0,0.0,0.0,491053,2.31666666667,0.616666666667,KIXEYE,KIXEYE,Free to Play
CS2D,2017-11-15,0.0,77.0,91.0,0.0,487193,0.866666666667,0.216666666667,Unreal Software,Unreal Software,Free to Play
Heroine's Quest: The Herald of Ragnarok,2014-03-20,0.0,67.0,88.0,0.0,485814,7.53333333333,0.3,Crystal Shard,Crystal Shard,Free to Play
Back to Dinosaur Island,2015-11-18,0.0,11.0,53.0,0.0,485539,0.216666666667,0.0666666666667,Crytek,Crytek,Free to Play
Dragomon Hunter,2015-12-02,0.0,13.0,56.0,0.0,484436,5.18333333333,0.733333333333,X-Legend,Aeria Games,Free to Play
Galactic Junk League,2017-07-26,0.0,24.0,67.0,0.0,483057,2.65,0.55,Pixel Federation,Pixel Federation,Free to Play
The Banner Saga: Factions,2013-02-25,0.0,36.0,75.0,67.0,478921,5.2,0.483333333333,Stoic,Versus Evil,Free to Play
VEGA Conflict,2015-12-14,0.0,11.0,54.0,0.0,476991,106.916666667,0.816666666667,KIXEYE,KIXEYE,Free to Play
Moirai,2016-07-22,0.0,92.0,95.0,0.0,471477,1.0,0.166666666667,"Chris Johnson, Brad Barrett, John Oestmann","Chris Johnson, Brad Barrett, John Oestmann",Free to Play
Street Warriors Online,2016-12-16,1.99,15.0,59.0,0.0,468444,1.0,0.35,Crazy Rocks Studios,Crazy Rocks Studios,Free to Play
Metal War Online: Retribution,,0.0,13.0,56.0,0.0,467893,3.16666666667,0.266666666667,GDT Limited,GDT Limited,Free to Play
Hide and Shriek,2017-10-19,0.0,42.0,78.0,68.0,465136,1.1,0.433333333333,Funcom,Funcom,Free to Play
Among Ripples,2015-01-22,0.0,29.0,71.0,0.0,461551,0.233333333333,0.0833333333333,Eat Create Sleep,Eat Create Sleep,Free to Play
Pox Nora,2014-10-15,0.0,31.0,72.0,0.0,461000,6.35,0.25,Desert Owl Games LLC,Desert Owl Games LLC,Free to Play
Puzzle Pirates,2011-08-31,0.0,46.0,80.0,0.0,459621,18.4333333333,0.683333333333,Three Rings,Three Rings,Free to Play
Google Earth VR,2016-11-16,0.0,95.0,96.0,0.0,455210,2.85,0.433333333333,Google,Google,Free to Play
Burst The Game,2017-08-26,0.0,5.0,41.0,0.0,454658,0.383333333333,0.15,"Lancelot de Briey, Vince McMullin",Brieyla Studios,Free to Play
WWII Online,2017-09-05,7.99,6.0,45.0,73.0,452453,2.55,0.216666666667,Cornered Rat Software,Cornered Rat Software,Free to Play
Audition Online,2015-06-03,0.0,21.0,64.0,0.0,450247,7.68333333333,0.366666666667,T3 Entertainment,Redbana Corporation,Free to Play
War of the Immortals,2012-08-30,0.0,24.0,67.0,0.0,449695,24.95,1.56666666667,Perfect World Shanghai,Perfect World Entertainment,Free to Play
Crusaders of the Lost Idols,2015-10-13,0.0,56.0,84.0,0.0,449144,111.733333333,1.91666666667,Codename Entertainment Inc.,Codename Entertainment Inc.,Free to Play
Champions of Regnum,2013-02-27,0.0,17.0,61.0,0.0,448041,6.4,0.583333333333,NGD Studios,NGD Studios,Free to Play
Anno Online,2015-07-01,0.0,8.0,48.0,0.0,445284,13.4333333333,0.316666666667,Blue Byte,Ubisoft,Free to Play
Football Superstars,2012-11-16,0.0,0.0,0.0,0.0,444732,5.13333333333,0.466666666667,"CyberSports Ltd., Coli Games","CyberSports Ltd, Coli Games",Free to Play
RPG MO,2015-08-18,0.0,44.0,79.0,0.0,444732,11.0166666667,0.233333333333,Marxnet,Marxnet,Free to Play
Istrolid,2016-05-06,0.0,64.0,87.0,0.0,443078,4.63333333333,0.583333333333,treeform,treeform,Free to Play
Running Shadow,2015-02-20,0.0,24.0,67.0,0.0,432877,1.48333333333,0.283333333333,Game Insight,Game Insight,Free to Play
Destination Sol,2015-02-05,0.0,44.0,79.0,0.0,432325,0.883333333333,0.25,MovingBlocks,MovingBlocks,Free to Play
The Four Kings Casino and Slots,2015-06-01,0.0,26.0,69.0,0.0,430119,7.81666666667,0.6,Digital Leisure Inc.,Digital Leisure Inc.,Free to Play
Sniper Fury,2017-06-13,0.0,4.0,40.0,0.0,429844,4.9,0.283333333333,Gameloft,Gameloft,Free to Play
Devilian,2015-12-10,0.0,15.0,59.0,63.0,428741,20.4166666667,2.96666666667,Bluehole Ginno Games,Trion Worlds,Free to Play
Realm Grinder,2017-06-15,0.0,53.0,83.0,0.0,425156,44.9666666667,1.08333333333,Divine Games,Kongregate,Free to Play
Freddy Fazbear's Pizzeria Simulator,2017-12-04,0.0,85.0,93.0,0.0,423778,1.51666666667,0.8,Scott Cawthon,Scott Cawthon,Free to Play
Loading Screen Simulator,2017-07-13,0.0,61.0,86.0,0.0,422675,1.06666666667,0.283333333333,CakeEaterGames,CakeEaterGames,Free to Play
Victory: The Age of Racing,2016-02-12,0.0,6.0,44.0,0.0,422124,2.81666666667,0.4,Vae Victis Games,Vae Victis Games,Free to Play
Forsaken World,2011-06-14,0.0,28.0,70.0,69.0,417161,28.7,1.28333333333,Perfect World Entertainment,Perfect World Entertainment,Free to Play
MANDAGON,2016-08-03,0.0,89.0,94.0,0.0,416609,1.4,0.283333333333,Blind Sky Studios,Blind Sky Studios,Free to Play
Nomad,2015-06-26,0.0,17.0,61.0,0.0,401720,3.7,0.433333333333,Diminished Studios,Diminished Studios,Free to Play
Global Agenda,2011-06-14,0.0,0.0,0.0,0.0,400893,63.2,12.0333333333,Hi-Rez Studios,Hi-Rez Studios,Free to Play
Marvel Puzzle Quest,2013-12-05,0.0,26.0,69.0,0.0,400342,100.366666667,2.05,Demiurge Studios,D3 Go!,Free to Play
Insanity Clicker,2016-06-07,0.0,24.0,67.0,0.0,395655,34.1833333333,1.78333333333,PlayFlock,PlayFlock,Free to Play
Simply Chess,2015-09-11,0.0,34.0,74.0,0.0,395103,2.38333333333,0.566666666667,BlueLine Games,BlueLine Games,Free to Play
Gems of War - Puzzle RPG,2014-11-20,0.0,34.0,74.0,0.0,392622,97.8666666667,4.41666666667,Infinity Plus 2,505 Games,Free to Play
Fiesta Online NA,2014-05-20,0.0,12.0,55.0,0.0,392346,25.8333333333,0.7,Onson Soft,gamigo AG,Free to Play
Soccer Manager 2016,2015-10-07,0.0,28.0,70.0,0.0,390967,6.85,0.416666666667,Soccer Manager Ltd,Soccer Manager Ltd,Free to Play
Shop Heroes,2016-08-15,0.0,28.0,70.0,0.0,389589,38.8666666667,1.26666666667,"Cloudcade, Inc.","Cloudcade, Inc.",Free to Play
Call to Arms,2016-11-21,0.0,22.0,65.0,0.0,384902,11.0166666667,1.78333333333,Digitalmindsoft,Digitalmindsoft,Free to Play
Blameless,2016-10-13,0.0,56.0,84.0,0.0,381042,0.9,0.616666666667,Vaclav Hudec,Vaclav Hudec,Free to Play
ASTA Online,2017-04-26,0.0,23.0,66.0,0.0,379387,8.55,0.366666666667,POLYGON GAMES,MOVE ON USA Co.,Free to Play
Dungeon-Party,2013-03-13,0.0,4.0,39.0,0.0,379112,0.6,0.183333333333,Cyanide Studio,Cyanide Studio,Free to Play
The Settlers Online,2015-08-19,0.0,3.0,36.0,0.0,378009,22.1,0.233333333333,Blue Byte,Ubisoft,Free to Play
Moon Breakers,2012-05-17,0.0,16.0,60.0,0.0,377457,4.41666666667,0.316666666667,Imba Entertainment,Uber Entertainment,Free to Play
Get Off My Lawn!,2014-11-11,0.0,34.0,74.0,0.0,376079,1.11666666667,0.333333333333,Digital Leisure Inc.,Digital Leisure Inc.,Free to Play
Guild Quest,2017-01-26,0.0,34.0,74.0,0.0,374700,12.5333333333,0.466666666667,Hyper Hippo Games,Hyper Hippo Games,Free to Play
Eldevin,2014-11-05,0.0,42.0,78.0,0.0,373322,7.53333333333,0.466666666667,Hunted Cow Studios,Hunted Cow Studios,Free to Play
Prominence Poker,2016-12-12,0.0,42.0,78.0,0.0,370013,6.36666666667,1.13333333333,Pipeworks Studio,505 Games,Free to Play
Karos,2014-12-24,0.0,11.0,53.0,0.0,369462,5.4,0.0166666666667,Galaxy Gate,NIKITA ONLINE,Free to Play
